% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:56
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        9.0E-6                   0                        7.815970093361102E-14    -6.750155989720952E-13
5                        9.0E-6                   0                        1.7299768080013465       0.16366682467486626
10                       9.0E-6                   0                        3.457151508868101        0.3279043537436017
15                       9.0E-6                   0                        5.177884113278655        0.4925199769431039
20                       9.0E-6                   0                        6.89279008062838         0.6576538815508748
25                       9.0E-6                   0                        8.605700793572296        0.8231874728156079
30                       9.0E-6                   0                        10.31110264903181        0.9891553430370728
35                       9.0E-6                   0                        12.01955606092612        1.1555776733565253
40                       9.0E-6                   0                        13.721654287190859       1.322459443103675
45                       9.0E-6                   0                        15.422013334520848       1.4897959199130106
50                       9.0E-6                   0                        17.11999199764223        1.657531405665381
55                       9.0E-6                   0                        18.8138202092369         1.8256893894570716
60                       9.0E-6                   0                        20.50666681421489        1.994261137090021
65                       9.0E-6                   0                        22.199057295867426       2.1631861183580376
70                       9.0E-6                   0                        23.890847551230657       2.332429000949272
75                       9.0E-6                   0                        25.581745981638903       2.501962501287373
80                       9.0E-6                   0                        27.270211522898606       2.671782261877837
85                       9.0E-6                   0                        28.95641431724932        2.8418948892561886
90                       9.0E-6                   0                        30.64298266728082        3.0122906308009547
