% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37_1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:53
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
28                       1.1E-5                   -5.0E-4                  7.4420853917367396       0.8959781248975496
41.07142857142857        1.1E-5                   -5.0E-4                  10.891136870572847       1.317744684315656
54.14285714285714        1.1E-5                   -5.0E-4                  14.329507285353685       1.7419655539355574
67.21428571428572        1.1E-5                   -5.0E-4                  17.758538441984598       2.1683552567221547
80.28571428571428        1.1E-5                   -5.0E-4                  21.177899351780006       2.596794879790373
93.35714285714286        1.1E-5                   -5.0E-4                  24.595613727506333       3.026883562406624
106.42857142857143       1.1E-5                   -5.0E-4                  28.007331442543823       3.4583476128520942
119.5                    1.1E-5                   -5.0E-4                  31.415115432437105       3.8909231551367682
132.57142857142856       1.1E-5                   -5.0E-4                  34.82458074824077        4.324094196254787
145.64285714285714       1.1E-5                   -5.0E-4                  38.233099350277165       4.757732613653648
158.71428571428572       1.1E-5                   -5.0E-4                  41.63955894263671        5.191816395781757
171.78571428571428       1.1E-5                   -5.0E-4                  45.04267507301314        5.626297027410754
184.85714285714286       1.1E-5                   -5.0E-4                  48.43840030205651        6.061348878943615
197.92857142857142       1.1E-5                   -5.0E-4                  51.831236090235606       6.497131059655743
211                      1.1E-5                   -5.0E-4                  55.23224884522271        6.933482573162173
