% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37_1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:53
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
28                       1.1E-5                   0                        7.447670459092553        0.7494551328963901
41.07142857142857        1.1E-5                   0                        10.899338658325501       1.1023465651166084
54.14285714285714        1.1E-5                   0                        14.34033766371006        1.4572796712832563
67.21428571428572        1.1E-5                   0                        17.77199832275023        1.8140895629309775
80.28571428571428        1.1E-5                   0                        21.194038799076495       2.172699439459958
93.35714285714286        1.1E-5                   0                        24.614439435584174       2.5327910109986576
106.42857142857143       1.1E-5                   0                        28.028801079992803       2.8941415530498666
119.5                    1.1E-5                   0                        31.439290295620594       3.256722401583943
132.57142857142856       1.1E-5                   0                        34.851439908971834       3.6201659871732623
145.64285714285714       1.1E-5                   0                        38.26264905204515        3.984174520027846
158.71428571428572       1.1E-5                   0                        41.67179680089576        4.348581284706629
171.78571428571428       1.1E-5                   0                        45.07754370580557        4.71339146767691
184.85714285714286       1.1E-5                   0                        48.475905324833136       5.078659003646145
197.92857142857142       1.1E-5                   0                        51.87152528519812        5.444456167690259
211                      1.1E-5                   0                        55.27537509226714        5.810576620766163
